earliest_priority,application_number,inpadoc_family_members,family_country,family_date,family_consolidated
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AU2005202933A1 20050728,AU,2005-07-28,AU2005202933
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AU2005202933B2 20060511,AU,2006-05-11,AU2005202933
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AU2006202032A1 20060601,AU,2006-06-01,AU2006202032
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AU2006202032B2 20071101,AU,2007-11-01,AU2006202032
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AU2006202034A1 20060601,AU,2006-06-01,AU2006202034
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AU2006202034B2 20080703,AU,2008-07-03,AU2006202034
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AU2006202036A1 20060601,AU,2006-06-01,AU2006202036
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AU2006202036B2 20080703,AU,2008-07-03,AU2006202036
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AU2006202037A1 20060608,AU,2006-06-08,AU2006202037
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AU2006202037B2 20080703,AU,2008-07-03,AU2006202037
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AU2006202038A1 20060601,AU,2006-06-01,AU2006202038
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AU2006202038B2 20080703,AU,2008-07-03,AU2006202038
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AU2006202039A1 20060601,AU,2006-06-01,AU2006202039
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AU2006202039B2 20080703,AU,2008-07-03,AU2006202039
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AU2006202041A1 20060601,AU,2006-06-01,AU2006202041
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AU2006202041B2 20071101,AU,2007-11-01,AU2006202041
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AU2006202043A1 20060608,AU,2006-06-08,AU2006202043
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AU2006202043B2 20080703,AU,2008-07-03,AU2006202043
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AU2006202155A1 20060615,AU,2006-06-15,AU2006202155
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AU2006202155B2 20071101,AU,2007-11-01,AU2006202155
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AU2006203377A1 20060907,AU,2006-09-07,AU2006203377
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AU2006203377B2 20061012,AU,2006-10-12,AU2006203377
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AU2006203385A1 20060907,AU,2006-09-07,AU2006203385
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AU2006203385B2 20061005,AU,2006-10-05,AU2006203385
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AU2006252202A1 20070118,AU,2007-01-18,AU2006252202
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AU2006252202B2 20070802,AU,2007-08-02,AU2006252202
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AU2006252268A1 20070125,AU,2007-01-25,AU2006252268
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AU2006252268B2 20070802,AU,2007-08-02,AU2006252268
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AU757062B2 20030130,AU,2003-01-30,AU757062
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AU763277B2 20030717,AU,2003-07-17,AU763277
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AU763437B2 20030724,AU,2003-07-24,AU763437
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19970079D0 19971120,AU,1997-11-20,AUPO19970079
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19977933D0 19970807,AU,1997-08-07,AUPO19977933
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19977934D0 19970807,AU,1997-08-07,AUPO19977934
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19977935D0 19970807,AU,1997-08-07,AUPO19977935
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19977936D0 19970807,AU,1997-08-07,AUPO19977936
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19977937D0 19970807,AU,1997-08-07,AUPO19977937
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19977938D0 19970807,AU,1997-08-07,AUPO19977938
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19977939D0 19970807,AU,1997-08-07,AUPO19977939
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19977940D0 19970807,AU,1997-08-07,AUPO19977940
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19977941D0 19970807,AU,1997-08-07,AUPO19977941
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19977942D0 19970807,AU,1997-08-07,AUPO19977942
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19977943D0 19970807,AU,1997-08-07,AUPO19977943
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19977944D0 19970807,AU,1997-08-07,AUPO19977944
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19977945D0 19970807,AU,1997-08-07,AUPO19977945
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19977946D0 19970807,AU,1997-08-07,AUPO19977946
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19977947D0 19970807,AU,1997-08-07,AUPO19977947
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19977948D0 19970807,AU,1997-08-07,AUPO19977948
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19977949D0 19970807,AU,1997-08-07,AUPO19977949
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19977950D0 19970807,AU,1997-08-07,AUPO19977950
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19977951D0 19970807,AU,1997-08-07,AUPO19977951
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19977952D0 19970807,AU,1997-08-07,AUPO19977952
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19977977D0 19970807,AU,1997-08-07,AUPO19977977
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19977978D0 19970807,AU,1997-08-07,AUPO19977978
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19977979D0 19970807,AU,1997-08-07,AUPO19977979
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19977980D0 19970807,AU,1997-08-07,AUPO19977980
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19977981D0 19970807,AU,1997-08-07,AUPO19977981
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19977982D0 19970807,AU,1997-08-07,AUPO19977982
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19977983D0 19970807,AU,1997-08-07,AUPO19977983
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19977985D0 19970807,AU,1997-08-07,AUPO19977985
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19977986D0 19970807,AU,1997-08-07,AUPO19977986
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19977987D0 19970807,AU,1997-08-07,AUPO19977987
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19977988D0 19970807,AU,1997-08-07,AUPO19977988
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19977989D0 19970807,AU,1997-08-07,AUPO19977989
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19977990D0 19970807,AU,1997-08-07,AUPO19977990
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19977991D0 19970807,AU,1997-08-07,AUPO19977991
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19977993D0 19970807,AU,1997-08-07,AUPO19977993
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19977997D0 19970807,AU,1997-08-07,AUPO19977997
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19977998D0 19970807,AU,1997-08-07,AUPO19977998
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19977999D0 19970807,AU,1997-08-07,AUPO19977999
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978000D0 19970807,AU,1997-08-07,AUPO19978000
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978001D0 19970807,AU,1997-08-07,AUPO19978001
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978002D0 19970807,AU,1997-08-07,AUPO19978002
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978003D0 19970807,AU,1997-08-07,AUPO19978003
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978004D0 19970807,AU,1997-08-07,AUPO19978004
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978005D0 19970807,AU,1997-08-07,AUPO19978005
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978006D0 19970807,AU,1997-08-07,AUPO19978006
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978007D0 19970807,AU,1997-08-07,AUPO19978007
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978008D0 19970807,AU,1997-08-07,AUPO19978008
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978010D0 19970807,AU,1997-08-07,AUPO19978010
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978011D0 19970807,AU,1997-08-07,AUPO19978011
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978012D0 19970807,AU,1997-08-07,AUPO19978012
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978014D0 19970807,AU,1997-08-07,AUPO19978014
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978015D0 19970807,AU,1997-08-07,AUPO19978015
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978016D0 19970807,AU,1997-08-07,AUPO19978016
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978017D0 19970807,AU,1997-08-07,AUPO19978017
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978018D0 19970807,AU,1997-08-07,AUPO19978018
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978019D0 19970807,AU,1997-08-07,AUPO19978019
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978020D0 19970807,AU,1997-08-07,AUPO19978020
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978021D0 19970807,AU,1997-08-07,AUPO19978021
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978022D0 19970807,AU,1997-08-07,AUPO19978022
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978023D0 19970807,AU,1997-08-07,AUPO19978023
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978024D0 19970807,AU,1997-08-07,AUPO19978024
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978025D0 19970807,AU,1997-08-07,AUPO19978025
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978026D0 19970807,AU,1997-08-07,AUPO19978026
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978027D0 19970807,AU,1997-08-07,AUPO19978027
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978028D0 19970807,AU,1997-08-07,AUPO19978028
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978029D0 19970807,AU,1997-08-07,AUPO19978029
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978030D0 19970807,AU,1997-08-07,AUPO19978030
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978031D0 19970807,AU,1997-08-07,AUPO19978031
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978032D0 19970807,AU,1997-08-07,AUPO19978032
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978033D0 19970807,AU,1997-08-07,AUPO19978033
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978034D0 19970807,AU,1997-08-07,AUPO19978034
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978035D0 19970807,AU,1997-08-07,AUPO19978035
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978036D0 19970807,AU,1997-08-07,AUPO19978036
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978037D0 19970807,AU,1997-08-07,AUPO19978037
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978038D0 19970807,AU,1997-08-07,AUPO19978038
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978039D0 19970807,AU,1997-08-07,AUPO19978039
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978040D0 19970807,AU,1997-08-07,AUPO19978040
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978041D0 19970807,AU,1997-08-07,AUPO19978041
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978042D0 19970807,AU,1997-08-07,AUPO19978042
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978043D0 19970807,AU,1997-08-07,AUPO19978043
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978044D0 19970807,AU,1997-08-07,AUPO19978044
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978045D0 19970807,AU,1997-08-07,AUPO19978045
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978046D0 19970807,AU,1997-08-07,AUPO19978046
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978047D0 19970807,AU,1997-08-07,AUPO19978047
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978048D0 19970807,AU,1997-08-07,AUPO19978048
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978049D0 19970807,AU,1997-08-07,AUPO19978049
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978050D0 19970807,AU,1997-08-07,AUPO19978050
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978051D0 19970807,AU,1997-08-07,AUPO19978051
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978052D0 19970807,AU,1997-08-07,AUPO19978052
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978053D0 19970807,AU,1997-08-07,AUPO19978053
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978054D0 19970807,AU,1997-08-07,AUPO19978054
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978055D0 19970807,AU,1997-08-07,AUPO19978055
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978056D0 19970807,AU,1997-08-07,AUPO19978056
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978057D0 19970807,AU,1997-08-07,AUPO19978057
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978058D0 19970807,AU,1997-08-07,AUPO19978058
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978059D0 19970807,AU,1997-08-07,AUPO19978059
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978060D0 19970807,AU,1997-08-07,AUPO19978060
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978061D0 19970807,AU,1997-08-07,AUPO19978061
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978062D0 19970807,AU,1997-08-07,AUPO19978062
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978063D0 19970807,AU,1997-08-07,AUPO19978063
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978064D0 19970807,AU,1997-08-07,AUPO19978064
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978065D0 19970807,AU,1997-08-07,AUPO19978065
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978066D0 19970807,AU,1997-08-07,AUPO19978066
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978067D0 19970807,AU,1997-08-07,AUPO19978067
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978068D0 19970807,AU,1997-08-07,AUPO19978068
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978069D0 19970807,AU,1997-08-07,AUPO19978069
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978070D0 19970807,AU,1997-08-07,AUPO19978070
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978071D0 19970807,AU,1997-08-07,AUPO19978071
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978072D0 19970807,AU,1997-08-07,AUPO19978072
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978073D0 19970807,AU,1997-08-07,AUPO19978073
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978074D0 19970807,AU,1997-08-07,AUPO19978074
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978075D0 19970807,AU,1997-08-07,AUPO19978075
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978076D0 19970807,AU,1997-08-07,AUPO19978076
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978077D0 19970807,AU,1997-08-07,AUPO19978077
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978078D0 19970807,AU,1997-08-07,AUPO19978078
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978079D0 19970807,AU,1997-08-07,AUPO19978079
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978497D0 19970904,AU,1997-09-04,AUPO19978497
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978498D0 19970904,AU,1997-09-04,AUPO19978498
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978499D0 19970904,AU,1997-09-04,AUPO19978499
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978500D0 19970904,AU,1997-09-04,AUPO19978500
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978501D0 19970904,AU,1997-09-04,AUPO19978501
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978502D0 19970904,AU,1997-09-04,AUPO19978502
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978503D0 19970904,AU,1997-09-04,AUPO19978503
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978504D0 19970904,AU,1997-09-04,AUPO19978504
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978505D0 19970904,AU,1997-09-04,AUPO19978505
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19978888D0 19970925,AU,1997-09-25,AUPO19978888
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19979389D0 19971016,AU,1997-10-16,AUPO19979389
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19979390D0 19971016,AU,1997-10-16,AUPO19979390
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19979391D0 19971016,AU,1997-10-16,AUPO19979391
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19979392D0 19971016,AU,1997-10-16,AUPO19979392
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19979393D0 19971016,AU,1997-10-16,AUPO19979393
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19979394D0 19971016,AU,1997-10-16,AUPO19979394
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19979395D0 19971016,AU,1997-10-16,AUPO19979395
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19979396D0 19971016,AU,1997-10-16,AUPO19979396
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19979397D0 19971016,AU,1997-10-16,AUPO19979397
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19979398D0 19971016,AU,1997-10-16,AUPO19979398
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19979399D0 19971016,AU,1997-10-16,AUPO19979399
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19979400D0 19971016,AU,1997-10-16,AUPO19979400
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19979401D0 19971016,AU,1997-10-16,AUPO19979401
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19979402D0 19971016,AU,1997-10-16,AUPO19979402
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19979403D0 19971016,AU,1997-10-16,AUPO19979403
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19979404D0 19971016,AU,1997-10-16,AUPO19979404
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPO19979405D0 19971016,AU,1997-10-16,AUPO19979405
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19970084D0 19971120,AU,1997-11-20,AUPP19970084
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19970093D0 19971120,AU,1997-11-20,AUPP19970093
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19970869D0 19980108,AU,1998-01-08,AUPP19970869
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19970870D0 19980108,AU,1998-01-08,AUPP19970870
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19970871D0 19980108,AU,1998-01-08,AUPP19970871
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19970872D0 19980108,AU,1998-01-08,AUPP19970872
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19970873D0 19980108,AU,1998-01-08,AUPP19970873
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19970874D0 19980108,AU,1998-01-08,AUPP19970874
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19970875D0 19980108,AU,1998-01-08,AUPP19970875
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19970876D0 19980108,AU,1998-01-08,AUPP19970876
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19970877D0 19980108,AU,1998-01-08,AUPP19970877
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19970878D0 19980108,AU,1998-01-08,AUPP19970878
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19970879D0 19980108,AU,1998-01-08,AUPP19970879
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19970880D0 19980108,AU,1998-01-08,AUPP19970880
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19970881D0 19980108,AU,1998-01-08,AUPP19970881
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19970882D0 19980108,AU,1998-01-08,AUPP19970882
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19970883D0 19980108,AU,1998-01-08,AUPP19970883
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19970884D0 19980108,AU,1998-01-08,AUPP19970884
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19970885D0 19980108,AU,1998-01-08,AUPP19970885
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19970886D0 19980108,AU,1998-01-08,AUPP19970886
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19970887D0 19980108,AU,1998-01-08,AUPP19970887
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19970888D0 19980108,AU,1998-01-08,AUPP19970888
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19970889D0 19980108,AU,1998-01-08,AUPP19970889
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19970890D0 19980108,AU,1998-01-08,AUPP19970890
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19970891D0 19980108,AU,1998-01-08,AUPP19970891
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19970892D0 19980108,AU,1998-01-08,AUPP19970892
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19970893D0 19980108,AU,1998-01-08,AUPP19970893
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19970894D0 19980108,AU,1998-01-08,AUPP19970894
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19970895D0 19980108,AU,1998-01-08,AUPP19970895
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19970959D0 19980115,AU,1998-01-15,AUPP19970959
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19981396D0 19980212,AU,1998-02-12,AUPP19981396
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19981397D0 19980212,AU,1998-02-12,AUPP19981397
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19981398D0 19980212,AU,1998-02-12,AUPP19981398
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19982370D0 19980409,AU,1998-04-09,AUPP19982370
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19982371D0 19980409,AU,1998-04-09,AUPP19982371
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19982591D0 19980423,AU,1998-04-23,AUPP19982591
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19982592D0 19980423,AU,1998-04-23,AUPP19982592
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19982593D0 19980423,AU,1998-04-23,AUPP19982593
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19982739D0 19980430,AU,1998-04-30,AUPP19982739
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19983982D0 19980702,AU,1998-07-02,AUPP19983982
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19983983D0 19980702,AU,1998-07-02,AUPP19983983
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19983984D0 19980702,AU,1998-07-02,AUPP19983984
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19983985D0 19980702,AU,1998-07-02,AUPP19983985
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19983986D0 19980702,AU,1998-07-02,AUPP19983986
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19983987D0 19980702,AU,1998-07-02,AUPP19983987
AU19977991A 1997-07-15,JP200944799A 2009-02-26,AUPP19983989D0 19980702,AU,1998-07-02,AUPP19983989
